Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Pakistan,PAK,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,4.5,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,
Pakistan,PAK,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,2.5,3,2.5,2.5,2.5,2.5,3,3,3,2.5,2.5,
Pakistan,PAK,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,
Pakistan,PAK,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4,3.5,2.5,3,2.5,2.5,2.5,2.5,3,3.5,3.5,3,3,
Pakistan,PAK,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.1,3.1,3,2.9,2.9,3.1,3.1,3.1,3.2,3.1,3.2,3.2,3.2,
Pakistan,PAK,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,
Pakistan,PAK,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2.5,2.5,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,
Pakistan,PAK,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2,3.2,3,3,3.1,3,3,3,3,3.1,3.1,3.1,3.1,
Pakistan,PAK,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,
Pakistan,PAK,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,
Pakistan,PAK,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,
Pakistan,PAK,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.166666667,4.166666667,4.166666667,4,3.666666667,3.5,3.333333333,3.333333333,3.333333333,3.33333,3.33333,3.5,3.5,3.5,
Pakistan,PAK,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,
Pakistan,PAK,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,
Pakistan,PAK,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,,20.15,22.24,23.51,23.42,25.32,25.8,29.27,32.14,32.93,34.16,35.52,36.01,36.41,37.37,36.7,37.69,41.04,39.93,44.43,44.59,47.94,50.45,47.49,53.49,55.99,60.6,62.78,60.54,65.39,67.67,75.29,69.21,70.88,72.73,81.85,80.6,79.7,85.04,90.11,89.97,84.07,83.79,87.5,99.09,102.4,98.51,102.41,106.97,108.78,100.09,111.49,106.28,114.27,115.99,116.15,118.35,,,
Pakistan,PAK,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,,,,,,,,,,,,,,,-5.622801382,-4.829485231,-4.011658944,-5.637771889,-3.656014802,-3.246824557,-2.586325771,0.150761539,-3.800486471,-3.426476573,-1.993984185,-1.668018403,-3.696918188,-3.330835198,-4.152441914,-2.786282641,-3.857480027,-5.634549228,-3.491931245,-5.522713288,-7.005754942,-2.741529745,-3.61461538,-1.460923727,-0.114938837,2.597160532,5.330064272,4.292159934,-0.833862652,-3.293270099,-4.915343423,-5.447360948,-9.20431632,-2.374882004,-0.764256567,-1.03330059,-1.043748198,-1.909881224,-1.490418544,-1.026034776,-2.545803672,-5.557721594,-6.100463832,
Pakistan,PAK,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,-749996517.8,-730510816.6,-714881660.5,-1111090917,-866098820.4,-912377360.6,-794673752.5,43256335.48,-1183920882,-1067173406,-636062431.9,-556309626.8,-1422305787,-1338030462,-1661409655,-1266420092,-1876092233,-2900570429,-1812130082,-3348753667,-4436052633,-1711627499,-2248000000,-920000000,-85000000,1878000000,3854000000,3573000000,-817000000,-3606200000,-6747000000,-8301000000,-15654500000,-3993430000,-1354000000,-2207000000,-2342000000,-4416000000,-3642000000,-2776000000,-7094000000,-16927000000,-19191340000,
Pakistan,PAK,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.37422,,,,,,
Pakistan,PAK,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.57703,,,,,,
Pakistan,PAK,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.52242,,,,,,
Pakistan,PAK,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.53754,75.48321,73.86248,,,,,,75.43501,,,,,,
Pakistan,PAK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.885519899,2.70667132,2.827048674,2.431378886,2.347227186,2.70793736,3.007171303,3.138228506,2.923122048,2.61331182,2.596757933,2.344426326,2.359399386,2.602801658,2.722007968,2.68711932,2.855102345,2.898633666,,
Pakistan,PAK,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.01162529,14.00512695,15.70380783,14.97817039,16.24467278,20.70999146,26.09496307,29.77554131,26.98818207,25.2708416,26.5686245,28.48985481,28.4650116,31.55068207,36.52147675,37.88962173,41.0112114,44.59296417,,
Pakistan,PAK,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.13075256,82.43966675,88.34236908,79.57144165,83.01630402,104.2709045,115.1946945,126.7651825,119.9628906,108.8579712,108.9588852,101.039238,105.0218811,120.4980011,131.6261902,134.7571716,149.7245026,160.5584564,,
Pakistan,PAK,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,20.675,19.999,19.357,18.747,18.168,17.617,17.094,16.6,16.135,15.699,15.294,14.921,14.582,14.272,13.991,13.734,13.498,13.277,13.068,12.867,12.67,12.478,12.292,12.11,11.931,11.754,11.574,11.393,11.209,11.02,10.828,10.631,10.431,10.229,10.028,9.827,9.626,9.428,9.233,9.043,8.862,8.693,8.539,8.397,8.269,8.149,8.034,7.92,7.804,7.686,7.568,7.454,7.349,7.257,7.176,7.107,7.048,6.994,6.942,
Pakistan,PAK,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,,,,,,,,,,,,,,,,,25.6778692,29.86980576,28.06458675,25.50880727,22.82847659,21.77818944,23.32374565,32.54294872,32.48698071,36.01788822,35.23040481,31.95620232,29.93190177,25.3120277,22.70141401,20.46690958,22.7878198,24.5294639,32.90592708,24.3709488,24.819363,32.92114724,18.89845949,21.99467226,21.07346739,21.36385963,19.69659854,17.15119667,22.86723227,10.15770293,9.089829855,9.171979542,8.925401382,11.94301046,11.52386682,7.890963697,14.05373549,20.40208943,14.44851238,12.34304458,13.71211716,20.22800003,16.02008062,
Pakistan,PAK,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,,,,,,,,,,,226557929.5,171477567.6,182621205.3,190187502.8,202232940.5,256955128.1,283547309.3,328595918.4,380914021.4,513642842.9,591718371.9,564815087.5,588544443.5,1102712361,929299621.9,1017374170,1018811786,1125976333,1264323729,1281652895,1360574478,1504234449,1750633090,1903433476,2870708727,2315723767,2272280921,2979583630,1553681610,1704950230,1784967127,2029927064,2115433542,1948923189,3121618020,1744325876,1819152372,1969178992,2197403428,2442870602,2917511578,2097717578,2084532208,2505961189,2469208761,3148404715,3701350808,5885973148,4589709602,
Pakistan,PAK,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,,,,,,,,,,,255757929.5,175566567.6,201762205.3,242388502.8,236747940.5,311068128.1,386427576.3,446168265.9,525404168.3,655193159.5,868739509.6,920633788,884640645.6,1344927954,1252984096,1428558335,1599188741,1810170196,1857869505,1856125417,1886412669,1964505173,2306942238,2384905398,3432886555,3207271873,3301456859,4105800079,2302762687,2944312093,2871481226,3001275904,2880520097,3069180462,4284732333,2466245831,2321537674,2668008832,3027478625,3466662997,4314220608,2976836172,4903262473,6929862197,4815156292,4111075274,4319812676,6879451928,6124686331,
Pakistan,PAK,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,4.762,4.762,4.762,4.762,4.762,4.762,4.762,4.762,4.762,4.762,4.762,4.762,5.807,10.573,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,10.55,12.7,13.476,15.16,16.13,17.165,17.555,19.1617,21.393,22.3692,24.7805,25.8952,30.0821,30.7725,33.4834,38.8945,43.0547,46.6603,51.7375,58.22,61.58,58.57,57.57,59.3576,59.8566,60.6342,62.5465,78.4983,83.9158,85.5689,89.3403,96.816,102.9985,101.4319,104.3429,104.812,110.0441,
Pakistan,PAK,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,,,,,,27.5,,,,33.3,,,,,,39.6,,,,,,47,,,,,48.6,
Pakistan,PAK,Deposit interest rate (%),FR.INR.DPST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.634166667,2.595833333,4.174166667,5.308333333,6.918333333,8.680833333,8.145,8.225833333,7.979166667,7.171666667,7.265,5.9725,4.834166667,4.4775,5.225,
Pakistan,PAK,"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.7979677,133.3001931,183.3222611,199.0841819,197.7006438,203.061787,227.5827426,245.3023381,256.6770363,274.6774718,288.226187,318.4739429,326.584916,350.414249,360.8950128,
Pakistan,PAK,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,7,7,7,7
Pakistan,PAK,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,,,,19.9
Pakistan,PAK,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,,,,,,,,,36.6,,,,,,35.8,,,,,34.9,
Pakistan,PAK,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,34,42,,42,,38.5,,,,46,,,,,,,,,,,,41.1,,,,,,38,,,,,37.4,
Pakistan,PAK,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,
Pakistan,PAK,Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,,,,,,,,-1300.000001,-299.9999995,1499.999997,-1099.999993,1100,3000,999.99999,-2000.000002,-1000,900.000024,-6300,-2000.000028,-10199.99997,-6100.000004,-12400.00001,16400.00003,-4100.000008,-20500,-4099.99994,16300.00006,-16399.99996,-7.50E-05,-8200.00012,-16399.99998,3.00E-05,0,0.0002,3.00E-05,0,0,6.00E-05,0,0.0005,-999999.9999,0.0005,-0.00018,0.00012,0.00012,0.0001,0,-0.0002,-0.001,-0.002,0.002,39999.998,410000,-608000,59299.9995,167999.996,-0.0005,212600,243400.0005,
Pakistan,PAK,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,36.15249492,35.41790984,37.32508208,40.59276156,45.07272892,45.59462309,51.40914772,48.0119581,47.765505,48.16105407,47.19574523,51.12561935,55.96760468,48.81194854,36.85129858,36.92269835,40.9150669,44.53204659,46.46715631,50.65614747,48.7735634,46.59186067,49.46387466,50.23979573,49.9553512,52.05674198,55.50174475,57.78606932,53.11693997,51.34200001,50.87116578,51.17611459,55.91949433,54.89556039,51.64553955,51.02323265,54.35574262,52.11641447,51.45053927,49.1276012,41.60121083,38.08547194,37.21553482,37.88409253,43.01858142,46.48285127,42.19633016,45.46464604,51.23440054,46.69671262,46.18673783,42.70800592,46.22444561,49.51102029,47.48141073,48.76294777,52.35622771,53.92995184,57.90331306,
Pakistan,PAK,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,11.14824663,12.19960556,15.32294779,17.7675519,22.05149051,23.08460989,26.23855262,26.28158955,25.45645572,25.70080297,25.44953976,25.26353264,29.10022547,26.53342908,20.57787267,19.15593282,21.93160197,23.406658,22.25967773,24.8132076,23.40714135,24.03952656,24.70284546,26.37626967,24.21806057,27.78217864,29.78607651,27.64354771,26.3685972,24.91285988,24.15733233,22.32179038,23.61732951,24.55220807,24.00602394,24.2071212,24.69397544,24.64621515,25.11394294,25.47431764,22.33610055,21.77550249,21.67394996,24.5972843,28.73612288,28.64556073,26.84998832,27.84320979,28.73378017,22.72278659,21.41291755,18.12633374,16.94004448,16.11551863,15.58895291,15.38607432,16.52508553,17.0554493,18.82858124,
Pakistan,PAK,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,11.14824663,11.62782188,15.11360164,17.60475474,21.60779196,22.18856019,25.94823633,25.52712944,25.08085548,25.20116784,25.02209622,24.82163671,28.36897385,26.15240834,20.27920712,18.62513989,20.94842124,22.0941863,20.87031487,23.15059845,21.56655087,21.6630725,22.1404302,23.9078776,24.21806057,27.78217864,29.78607651,27.64354771,26.3685972,24.91285988,24.15733233,22.32179038,23.61732951,24.55220807,24.00602394,24.2071212,24.69397544,24.64621515,25.11394294,25.47431764,22.33610055,21.77550249,21.67394996,24.5972843,28.73612288,28.64556073,26.76008013,27.73677875,28.60221371,22.62082994,21.28855071,18.03234631,16.84173017,16.01613268,15.48870991,15.30548721,16.4089408,16.996325,18.76555509,
Pakistan,PAK,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.12148857,35.36533415,37.89252937,25.02472699,27.89025903,21.80953026,16.27366692,21.33459002,19.20985281,21.75723612,22.01626748,26.08548999,28.74642909,26.99662447,25.65796971,27.53954828,28.73687446,31.58506453,,
Pakistan,PAK,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.013437565,0.9572234,1.071240194,0.608445937,0.654647732,0.590588385,0.489377044,0.669528218,0.561527442,0.568584446,0.571709173,0.611555111,0.678243069,0.702668587,0.698412023,0.740020536,0.820467155,0.915535353,,
Pakistan,PAK,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.875105411,5.93059063,5.934826285,3.779432178,4.312075675,3.705445677,2.868271247,3.436833248,2.571504749,2.949905582,2.811160497,3.16060856,3.13193053,3.220138326,3.475498036,3.742910922,4.11568135,4.303038493,,
Pakistan,PAK,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.623521328,4.952960014,5.950569153,3.74824667,4.530681133,4.516752243,4.246606827,6.352489471,5.184390068,5.498236656,5.849419594,7.431717873,8.182675362,8.517618179,9.370670319,10.43463135,11.78534031,14.08471775,,
Pakistan,PAK,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25040436,29.15506363,33.47515488,19.91253853,23.15346146,22.7409935,18.74639893,27.04483032,23.0446949,23.68448639,23.98867798,26.35657883,30.1900425,32.53038788,33.77260971,37.11151886,43.02613831,50.71249008,,
Pakistan,PAK,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.09801841,62.84831762,57.48567581,68.57619286,69.15124059,73.75717759,80.47629595,74.91368055,75.77044964,75.02400279,73.03994298,69.79558468,66.8402493,67.58123636,68.80645752,68.69910359,69.43089962,66.67253375,,
Pakistan,PAK,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.26313496,8.801986694,9.027440071,10.27145958,11.23339367,15.27510643,21.00025749,22.30595398,20.44906616,18.95919609,19.40570831,19.88466072,19.0260849,21.32234001,25.12913704,26.02983284,28.47445297,29.73125839,,
Pakistan,PAK,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.20810699,51.81193924,50.78421402,54.56707382,57.40681076,76.90727997,92.704422,94.96446228,90.89641571,81.66960907,79.58350372,70.52092743,70.19688416,81.43402863,90.56732178,92.57698059,103.9550781,107.048378,,
Pakistan,PAK,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.055342391,,,,,,,,,,
Pakistan,PAK,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108
Pakistan,PAK,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.36994,52.474,53.01708,55.45628,60.95491
Pakistan,PAK,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,,,,,,,,,,,,,1.6,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,2.10417,3.5205,,3.38158,4.50911,4.73928,4.57596,,,,,,,,
Pakistan,PAK,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,,,,,,,,,,,,,4.92035,,,,,,,,,2.95976,,,,,,,,,,,,,,,,,,,,,,,,5.81881,8.85767,,8.35774,8.65886,9.00116,9.94178,,,,,,,,
Pakistan,PAK,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,,,,,,,,,,,,,3.4,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,3.91674,6.29512,,5.97695,6.67146,6.97446,7.36819,,,,,,,,
Pakistan,PAK,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,,,,,,,,,,,,,4,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,11.18486,19.91488,,18.25914,19.78022,20.67874,19.31089,24.36602,25.21695,26.97026,,26.74714,27.56917,,
Pakistan,PAK,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,,,,,,,,,,,,,16.35908,,,,,,,,,19.02351,,,,,,,,,,,,,,,,,,,,,,,,32.16313,44.04224,,43.1063,43.62115,44.90627,46.09349,45.12878,45.21171,47.25516,,47.25516,45.65945,,
Pakistan,PAK,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,10.7,,,,,,,,,12.4,,,,,,,,,,,,,,,,,,,,,,,,21.42125,32.45791,,31.21846,32.20325,33.3851,33.24782,34.97536,35.42733,37.33128,,37.23775,36.43153,,
Pakistan,PAK,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,,,,,,,,,,,,,1.6,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,2.10417,3.5205,,3.38158,4.50911,4.73928,4.57596,4.91368,5.22017,6.08884,,5.80192,6.16783,,
Pakistan,PAK,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,,,,,,,,,,,,,4.92035,,,,,,,,,2.95976,,,,,,,,,,,,,,,,,,,,,,,,5.81881,8.85767,,8.35774,8.65886,9.00116,9.94178,10.05668,10.64691,11.30536,,11.30536,11.23523,,
Pakistan,PAK,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,3.4,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,3.91674,6.29512,,5.97695,6.67146,6.97446,7.36819,7.54164,7.99135,8.75331,,8.61713,8.65033,,
Pakistan,PAK,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.87692,30.72923,,27.46136,29.20171,30.23031,34.63723,34.01749,35.01481,36.53612,,36.34222,37.67784,,
Pakistan,PAK,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,,,,,,,,,,,,,25.09979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.39449,59.9759,,58.0046,59.44559,60.7559,60.98813,60.77472,61.49995,62.5163,,62.5163,60.4324,,
Pakistan,PAK,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,,,,,,,,,,,,,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.30418,45.93362,,43.39153,44.96119,46.23975,48.34951,47.68988,48.53953,49.80614,,49.73123,48.82521,,
Pakistan,PAK,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,,,,,,,,,,,,,1.6,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,2.10417,3.5205,,3.38158,4.50911,4.73928,4.57596,4.91368,5.22017,6.08884,,5.80192,6.16783,,
Pakistan,PAK,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,,,,,,,,,,,,,4.92035,,,,,,,,,2.95976,,,,,,,,,,,,,,,,,,,,,,,,5.81881,8.85767,,8.35774,8.65886,9.00116,9.94178,10.05668,10.64691,11.30536,,11.30536,11.23523,,
Pakistan,PAK,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,,,,,,,,,,,,,3.4,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,3.91674,6.29512,,5.97695,6.67146,6.97446,7.36819,7.54164,7.99135,8.75331,,8.61713,8.65033,,
Pakistan,PAK,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77611,14.58751,,13.28411,14.6208,14.90842,14.23623,18.68637,19.33268,20.97232,,20.73088,21.41186,,
Pakistan,PAK,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,,,,,,,,,,,,,10.71641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88852,31.43515,,31.11351,31.27625,32.01231,33.29539,32.31342,32.52742,34.17885,,34.17885,33.33567,,
Pakistan,PAK,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75867,23.34605,,22.58324,23.29962,23.87872,24.15409,25.64951,26.07061,27.71789,,27.61002,27.25329,,
Pakistan,PAK,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71798,0.76747,0.91185,,0.60912,0.92157,,
